bundesland,diesel,e5,e10,date
Sachsen-Anhalt,1.224968325791855,1.3066336457659986,1.2358807369101488,2019-01-27 00:00:00
Schleswig-Holstein,1.214215744189033,1.3030652369333504,1.2295903428791577,2019-01-27 00:00:00
Thüringen,1.2305218253968253,1.3412754329004328,1.2580241702741704,2019-01-27 00:00:00
bundesweit,1.2436826804411558,1.327950987016613,1.274994661454698,2019-01-27 00:00:00
Baden-Württemberg,1.2717531167979002,1.3520339566929134,1.306208005249344,2019-01-28 00:00:00
Bayern,1.2789230875975717,1.3245776582827409,1.2652683781439722,2019-01-28 00:00:00
Berlin,1.2259760164458655,1.3265628140703518,1.2929524897213338,2019-01-28 00:00:00
Brandenburg,1.2317374604609128,1.2993568308480192,1.2498718180448862,2019-01-28 00:00:00
Bremen,1.2375207100591716,1.3287041420118342,1.3062715318869165,2019-01-28 00:00:00
Hamburg,1.218754434870755,1.3204039533705016,1.2836578813988848,2019-01-28 00:00:00
Hessen,1.2406762137169278,1.3404709735422553,1.288561649113794,2019-01-28 00:00:00
Mecklenburg-Vorpommern,1.21164199192463,1.2624502980196115,1.1980599884637568,2019-01-28 00:00:00
Niedersachsen,1.2275523181870736,1.306945889698231,1.2223620457085598,2019-01-28 00:00:00
Nordrhein-Westfalen,1.2347237699367162,1.3324789248768183,1.2865882819979917,2019-01-28 00:00:00
Rheinland-Pfalz,1.243013187763485,1.3317381904658956,1.2842703491514431,2019-01-28 00:00:00
Saarland,1.25339426191578,1.3435890791300324,1.311929199444701,2019-01-28 00:00:00
Sachsen,1.213292345353545,1.3296521984747198,1.273310893512852,2019-01-28 00:00:00
Sachsen-Anhalt,1.2226459960189864,1.3052282958199355,1.2320413412953606,2019-01-28 00:00:00
Schleswig-Holstein,1.2175912520631926,1.305552581938222,1.2240246404149964,2019-01-28 00:00:00
Thüringen,1.231641058540497,1.343615717722534,1.260494627105052,2019-01-28 00:00:00
bundesweit,1.2420682668375267,1.3260562704847336,1.268898410507898,2019-01-28 00:00:00
Baden-Württemberg,1.268027108433735,1.346660722891566,1.299831646586345,2019-01-29 00:00:00
Bayern,1.2755693566125927,1.3226988245806983,1.2642009210888094,2019-01-29 00:00:00
Berlin,1.2213677604051971,1.3190576965426115,1.285805769654261,2019-01-29 00:00:00
Brandenburg,1.2285997401847577,1.2980092378752888,1.2505668302540416,2019-01-29 00:00:00
Bremen,1.236940298507463,1.3313738805970148,1.308926119402985,2019-01-29 00:00:00
Hamburg,1.217552200614125,1.31396417604913,1.2772804503582396,2019-01-29 00:00:00
Hessen,1.242394808311754,1.338328996399924,1.287023116276132,2019-01-29 00:00:00
Mecklenburg-Vorpommern,1.210444246385423,1.2757520301049712,1.2159142404436525,2019-01-29 00:00:00
Niedersachsen,1.2254260655427165,1.3010281492706952,1.2178285660162909,2019-01-29 00:00:00
Nordrhein-Westfalen,1.22611256381798,1.323614628190899,1.2795948501664818,2019-01-29 00:00:00
Rheinland-Pfalz,1.2385116848430893,1.3257570665479634,1.2800524148675718,2019-01-29 00:00:00
Saarland,1.250563627950023,1.3419194817214253,1.3133947246645072,2019-01-29 00:00:00
Sachsen,1.2091097289644013,1.3258540655339806,1.269989077669903,2019-01-29 00:00:00
Sachsen-Anhalt,1.218699145794122,1.2938198928623137,1.2163981468075866,2019-01-29 00:00:00
Schleswig-Holstein,1.2184276396249492,1.3031821239298818,1.2228083978801467,2019-01-29 00:00:00
Thüringen,1.2310415994840374,1.3387123508545629,1.2547402450822314,2019-01-29 00:00:00
bundesweit,1.2382611906839516,1.3211319114676483,1.264681324032069,2019-01-29 00:00:00
Baden-Württemberg,1.267802470681524,1.3438275948416176,1.297675889987897,2019-01-30 00:00:00
Bayern,1.27018450859866,1.3169552800607776,1.2605463429794874,2019-01-30 00:00:00
Berlin,1.2174519830883832,1.3120080531507952,1.2793837326353936,2019-01-30 00:00:00
Brandenburg,1.2256297978318194,1.2929041898622913,1.2431813653677115,2019-01-30 00:00:00
Bremen,1.242140716612378,1.3264201954397394,1.30400325732899,2019-01-30 00:00:00
Hamburg,1.221213898217515,1.3124564711960731,1.2750377163523638,2019-01-30 00:00:00
Hessen,1.239770412944337,1.336454551133879,1.2840609108515024,2019-01-30 00:00:00
Mecklenburg-Vorpommern,1.2063244843391905,1.2637633689839571,1.2089954163483576,2019-01-30 00:00:00
Niedersachsen,1.2247694336118848,1.297559702878366,1.214207688022284,2019-01-30 00:00:00
Nordrhein-Westfalen,1.2254235006673757,1.3215678121394474,1.2766078546704973,2019-01-30 00:00:00
Rheinland-Pfalz,1.238846640872318,1.324118067768789,1.2769957791065776,2019-01-30 00:00:00
Saarland,1.249692789968652,1.3363833407971335,1.3086211374832064,2019-01-30 00:00:00
Sachsen,1.2061869505762846,1.3189126782574725,1.262095233444032,2019-01-30 00:00:00
Sachsen-Anhalt,1.2166265302959864,1.292296141329614,1.2176490004649,2019-01-30 00:00:00
Schleswig-Holstein,1.21496592142392,1.3051308877794658,1.2249306490123726,2019-01-30 00:00:00
Thüringen,1.2263020388809862,1.3340685949107003,1.2558647068120752,2019-01-30 00:00:00
bundesweit,1.236192432852494,1.317601923357132,1.2614410996162997,2019-01-30 00:00:00
Baden-Württemberg,1.2656896566025215,1.3374412740544126,1.290679910418049,2019-01-31 00:00:00
Bayern,1.2710637743582618,1.3184512487408384,1.2606294070651989,2019-01-31 00:00:00
Berlin,1.2219713105846557,1.314155618343838,1.2816218213431865,2019-01-31 00:00:00
Brandenburg,1.227381871345029,1.2922783625730994,1.2418179824561404,2019-01-31 00:00:00
Bremen,1.24214453125,1.3362200520833332,1.3138046875,2019-01-31 00:00:00
Hamburg,1.2216509054325957,1.3172494969818913,1.2792930080482898,2019-01-31 00:00:00
Hessen,1.241256103208733,1.33429394641085,1.283530995699636,2019-01-31 00:00:00
Mecklenburg-Vorpommern,1.2167168662870609,1.2718307480856077,1.215244845866876,2019-01-31 00:00:00
Niedersachsen,1.224481833577092,1.2999814871834343,1.2184820645061964,2019-01-31 00:00:00
Nordrhein-Westfalen,1.2250986356568776,1.3178922541225937,1.2734815058143354,2019-01-31 00:00:00
Rheinland-Pfalz,1.2419637379621924,1.3245942218523363,1.2787406967066934,2019-01-31 00:00:00
Saarland,1.2524439571150097,1.3417860623781674,1.3149269005847952,2019-01-31 00:00:00
Sachsen,1.2096777251184834,1.3113472079126314,1.2584913455594475,2019-01-31 00:00:00
Sachsen-Anhalt,1.2208472002530844,1.2914585574185384,1.216723505219867,2019-01-31 00:00:00
Schleswig-Holstein,1.2146797996661105,1.3085465776293823,1.229523205342237,2019-01-31 00:00:00
Thüringen,1.2251694834939189,1.3249166008529458,1.246917074711736,2019-01-31 00:00:00
bundesweit,1.2370076307052518,1.3164365636325297,1.2608498673453874,2019-01-31 00:00:00
Baden-Württemberg,1.2665133532387824,1.339899145724475,1.2954783528240856,2019-02-01 00:00:00
Bayern,1.2723303813740894,1.3192308598771605,1.262883623768033,2019-02-01 00:00:00
Berlin,1.227399781659389,1.3245045851528383,1.2913021834061136,2019-02-01 00:00:00
Brandenburg,1.2336336336336335,1.300960960960961,1.251208108108108,2019-02-01 00:00:00
Bremen,1.2330982218458932,1.3247154953429296,1.3021244707874682,2019-02-01 00:00:00
Hamburg,1.2275236541598695,1.31547362697118,1.2803412180532898,2019-02-01 00:00:00
Hessen,1.2448623504142375,1.3397765572261429,1.2886557839828168,2019-02-01 00:00:00
Mecklenburg-Vorpommern,1.2195955311494036,1.276321908729407,1.223201855709146,2019-02-01 00:00:00
Niedersachsen,1.2271633433375817,1.3029930107305845,1.2194241664268388,2019-02-01 00:00:00
Nordrhein-Westfalen,1.2284983958199651,1.3177222935191126,1.273947795398295,2019-02-01 00:00:00
Rheinland-Pfalz,1.24142168250616,1.325609175173061,1.280687903320427,2019-02-01 00:00:00
Saarland,1.2549067915690868,1.3401957845433254,1.314216393442623,2019-02-01 00:00:00
Sachsen,1.2131372036768264,1.3213508466376391,1.2637533623609094,2019-02-01 00:00:00
Sachsen-Anhalt,1.2248566142460684,1.2983148319457292,1.2238930003083566,2019-02-01 00:00:00
Schleswig-Holstein,1.2175717377191084,1.308560268340186,1.2310820168794634,2019-02-01 00:00:00
Thüringen,1.227198270234987,1.32627659921671,1.2489208550913835,2019-02-01 00:00:00
bundesweit,1.2396257126652934,1.31910071341154,1.2639767768126322,2019-02-01 00:00:00
Baden-Württemberg,1.2677508213292898,1.341470600623368,1.297358773481594,2019-02-02 00:00:00
Bayern,1.273421785870996,1.320192555214275,1.2641963946175223,2019-02-02 00:00:00
Berlin,1.2347434036939315,1.330697669305189,1.2976506156552332,2019-02-02 00:00:00
Brandenburg,1.234740851829634,1.3044052189562088,1.255514397120576,2019-02-02 00:00:00
Bremen,1.234188679245283,1.3258207547169811,1.303311320754717,2019-02-02 00:00:00
Hamburg,1.218153570443893,1.3170590019299695,1.2840692031982353,2019-02-02 00:00:00
Hessen,1.2448049466351376,1.342664408512814,1.2937663449862593,2019-02-02 00:00:00
Mecklenburg-Vorpommern,1.2216011829319815,1.2799668356569496,1.2313225602027884,2019-02-02 00:00:00
Niedersachsen,1.2265926610556124,1.303444623613624,1.2276815071186973,2019-02-02 00:00:00
Nordrhein-Westfalen,1.2301017320137038,1.3198602969166349,1.2775505805100875,2019-02-02 00:00:00
Rheinland-Pfalz,1.240094381197209,1.3261563226833148,1.281996205165871,2019-02-02 00:00:00
Saarland,1.2503726082578048,1.3375276938569989,1.3133489425981872,2019-02-02 00:00:00
Sachsen,1.2130404290429044,1.3247723803630362,1.2690543523102311,2019-02-02 00:00:00
Sachsen-Anhalt,1.2351649154865236,1.3131749657377796,1.2400963910461398,2019-02-02 00:00:00
Schleswig-Holstein,1.2149373586612393,1.3119017412935323,1.2382101990049752,2019-02-02 00:00:00
Thüringen,1.2356188388002105,1.3389065076302402,1.2552987195228906,2019-02-02 00:00:00
bundesweit,1.2406970660794747,1.3216342029074155,1.2682640681387238,2019-02-02 00:00:00
Baden-Württemberg,1.2700861662587255,1.3438666032091378,1.300877255008612,2019-02-03 00:00:00
Bayern,1.2775547328005017,1.3224138066133837,1.2672326437862402,2019-02-03 00:00:00
Berlin,1.236730977037371,1.3417174696082843,1.307256866276452,2019-02-03 00:00:00
Brandenburg,1.2396051763071043,1.3095237102657633,1.2633397602918186,2019-02-03 00:00:00
Bremen,1.2349673024523162,1.3278555858310628,1.3050944595821978,2019-02-03 00:00:00
Hamburg,1.2231124447252053,1.3203044851547694,1.287067593177511,2019-02-03 00:00:00
Hessen,1.2521097577759428,1.3462288053949905,1.3010063308560418,2019-02-03 00:00:00
Mecklenburg-Vorpommern,1.2248707048458152,1.283607488986784,1.2295442731277533,2019-02-03 00:00:00
Niedersachsen,1.228947654146621,1.3023955069073576,1.228574700975416,2019-02-03 00:00:00
Nordrhein-Westfalen,1.231108562881715,1.3209170634426024,1.279840982176243,2019-02-03 00:00:00
Rheinland-Pfalz,1.2439076284379866,1.3312406590555266,1.2894237156201347,2019-02-03 00:00:00
Saarland,1.2508550983899822,1.3393340787119856,1.3142504472271912,2019-02-03 00:00:00
Sachsen,1.216803589802218,1.320379558705842,1.2655709386075225,2019-02-03 00:00:00
Sachsen-Anhalt,1.2318207063084816,1.306706761243586,1.2345052822215514,2019-02-03 00:00:00
Schleswig-Holstein,1.2189234986612263,1.3025177865612647,1.230893280632411,2019-02-03 00:00:00
Thüringen,1.2365325714285715,1.3398845714285714,1.2591308571428572,2019-02-03 00:00:00
bundesweit,1.2436001839543618,1.322746663089776,1.2709361525069254,2019-02-03 00:00:00
Baden-Württemberg,1.2667763608600553,1.341912797655895,1.297240188188684,2019-02-04 00:00:00
Bayern,1.2728391792797022,1.321082975111079,1.2652789798793485,2019-02-04 00:00:00
Berlin,1.2238801939058173,1.3317033702677743,1.2969012003693443,2019-02-04 00:00:00
Brandenburg,1.2314689119170985,1.3050125215889463,1.2563193724812896,2019-02-04 00:00:00
Bremen,1.2509774011299435,1.3436085552865211,1.3218732849071833,2019-02-04 00:00:00
Hamburg,1.221441983122363,1.3283014240506328,1.292432753164557,2019-02-04 00:00:00
Hessen,1.2466534213685474,1.3410145858343336,1.2888903961584637,2019-02-04 00:00:00
Mecklenburg-Vorpommern,1.2231025440313112,1.2869956947162426,1.2303982387475538,2019-02-04 00:00:00
Niedersachsen,1.231252955665025,1.3042477011494251,1.223307512315271,2019-02-04 00:00:00
Nordrhein-Westfalen,1.231379203693018,1.3212263127524524,1.2771564685516446,2019-02-04 00:00:00
Rheinland-Pfalz,1.2395074939003137,1.325231555710468,1.2817117462530498,2019-02-04 00:00:00
Saarland,1.251155306718598,1.3356777020447907,1.3068889970788704,2019-02-04 00:00:00
Sachsen,1.2120422922186245,1.3185266411539591,1.2637355509763517,2019-02-04 00:00:00
Sachsen-Anhalt,1.2305141688989143,1.3083018468913012,1.237635274214014,2019-02-04 00:00:00
Schleswig-Holstein,1.2164438467449774,1.3084907234603138,1.2321005598858272,2019-02-04 00:00:00
Thüringen,1.232280065093572,1.336147274206672,1.256165663140765,2019-02-04 00:00:00
bundesweit,1.2410404228577674,1.3219593188174683,1.267193500151517,2019-02-04 00:00:00
Baden-Württemberg,1.2693826329914342,1.3442427116650122,1.2982610198154478,2019-02-05 00:00:00
Bayern,1.2716678765880218,1.317979482604817,1.2550287612661108,2019-02-05 00:00:00
Berlin,1.22197240704501,1.3281512720156556,1.2939694716242662,2019-02-05 00:00:00
Brandenburg,1.2295681140635126,1.3072124432922878,1.255899805573558,2019-02-05 00:00:00
Bremen,1.2500949105914718,1.3306382393397524,1.308308803301238,2019-02-05 00:00:00
Hamburg,1.2239108863198458,1.3258015414258189,1.2900886319845857,2019-02-05 00:00:00
Hessen,1.2449013595926817,1.3376610529849493,1.2832827169473509,2019-02-05 00:00:00
Mecklenburg-Vorpommern,1.223056701895655,1.2788933064921992,1.2241742996141587,2019-02-05 00:00:00
Niedersachsen,1.2296512069814909,1.2999620311070448,1.213392532901682,2019-02-05 00:00:00
Nordrhein-Westfalen,1.2298048114169216,1.3214202038735985,1.2746902752293578,2019-02-05 00:00:00
Rheinland-Pfalz,1.2394668530351438,1.3255629992012778,1.2770174720447285,2019-02-05 00:00:00
Saarland,1.2524504820333042,1.3412234881682734,1.30906967572305,2019-02-05 00:00:00
Sachsen,1.210330580099885,1.3190618517095658,1.2604679216288897,2019-02-05 00:00:00
Sachsen-Anhalt,1.2322365027632138,1.301552217656228,1.225696613291767,2019-02-05 00:00:00
Schleswig-Holstein,1.2183355594270229,1.308626403406891,1.2220753000387146,2019-02-05 00:00:00
Thüringen,1.235142137821896,1.3342337793123291,1.2563028341245863,2019-02-05 00:00:00
bundesweit,1.2408498402837442,1.32037486396581,1.2618276033749694,2019-02-05 00:00:00
Baden-Württemberg,1.2675716433040864,1.3443490754011256,1.2994806166322928,2019-02-06 00:00:00
Bayern,1.270475687103594,1.3184610993657504,1.2572339474479008,2019-02-06 00:00:00
Berlin,1.2234986098239111,1.3218556070435588,1.2892085264133455,2019-02-06 00:00:00
Brandenburg,1.231154623154623,1.3020288785288785,1.2496252266252266,2019-02-06 00:00:00
Bremen,1.246722188076214,1.3319090350338043,1.3096914566687154,2019-02-06 00:00:00
Hamburg,1.2244313099041535,1.3246962574167045,1.288538795070744,2019-02-06 00:00:00
Hessen,1.2428071929157385,1.3361028956375292,1.283810398218069,2019-02-06 00:00:00
Mecklenburg-Vorpommern,1.2229846350832267,1.2788871638924455,1.2217933738796414,2019-02-06 00:00:00
Niedersachsen,1.2298030102715347,1.3013275026272078,1.2147269737957218,2019-02-06 00:00:00
Nordrhein-Westfalen,1.230216842781952,1.3198037285547832,1.2735018080276428,2019-02-06 00:00:00
Rheinland-Pfalz,1.2382074074074074,1.325179487179487,1.2740817663817663,2019-02-06 00:00:00
Saarland,1.25320243796256,1.3405903352198518,1.3097514148889855,2019-02-06 00:00:00
Sachsen,1.2156948699679373,1.3194925187032418,1.261587370858568,2019-02-06 00:00:00
Sachsen-Anhalt,1.2239914811761474,1.297872355042594,1.2231281945589447,2019-02-06 00:00:00
Schleswig-Holstein,1.218847382035501,1.3037752207653197,1.2232664347515831,2019-02-06 00:00:00
Thüringen,1.233144173124726,1.3359353706682262,1.2540833455183509,2019-02-06 00:00:00
bundesweit,1.2403060894909304,1.3194951104255528,1.26162580161324,2019-02-06 00:00:00
Baden-Württemberg,1.2688246103645184,1.3452897685801382,1.2998851917049503,2019-02-07 00:00:00
Bayern,1.2731821859315304,1.32464986141284,1.266323207730916,2019-02-07 00:00:00
Berlin,1.2259737615923998,1.3238317122822891,1.2915763401945262,2019-02-07 00:00:00
Brandenburg,1.2371112447384247,1.3016334936861096,1.2497957005411906,2019-02-07 00:00:00
Bremen,1.2536466165413531,1.3454661654135338,1.3229774436090225,2019-02-07 00:00:00
Hamburg,1.2277752870420997,1.3307277200656096,1.293441771459814,2019-02-07 00:00:00
Hessen,1.245930925597,1.339901980132886,1.2886096309453323,2019-02-07 00:00:00
Mecklenburg-Vorpommern,1.2233089770354908,1.277125260960334,1.2256450939457202,2019-02-07 00:00:00
Niedersachsen,1.2348831514734944,1.3087564653320731,1.226867170719134,2019-02-07 00:00:00
Nordrhein-Westfalen,1.2339411034414265,1.32656840641605,1.2817528678551915,2019-02-07 00:00:00
Rheinland-Pfalz,1.2432173035691765,1.3299250851305335,1.2849910455290705,2019-02-07 00:00:00
Saarland,1.2577075705096488,1.3418985650667985,1.3137080653142008,2019-02-07 00:00:00
Sachsen,1.2182170516683408,1.3231253208347282,1.2662486329650708,2019-02-07 00:00:00
Sachsen-Anhalt,1.228229881266491,1.298977407651715,1.2265466688654352,2019-02-07 00:00:00
Schleswig-Holstein,1.2230186835606145,1.3096359926983785,1.232360785998067,2019-02-07 00:00:00
Thüringen,1.2230902439024391,1.3388190243902438,1.260811544715447,2019-02-07 00:00:00
bundesweit,1.2432849498222378,1.3243322392778183,1.268692752451122,2019-02-07 00:00:00
Baden-Württemberg,1.268065251572327,1.3438494703740482,1.3006460609069843,2019-02-08 00:00:00
Bayern,1.2747942379182156,1.3234383271375465,1.2645236431226767,2019-02-08 00:00:00
Berlin,1.2291431273644389,1.3305386717108028,1.29582009247583,2019-02-08 00:00:00
Brandenburg,1.2379399999999998,1.3082478195488725,1.2607741353383457,2019-02-08 00:00:00
Bremen,1.2558605633802815,1.3484718309859154,1.3263591549295777,2019-02-08 00:00:00
Hamburg,1.227496171894295,1.328063719436898,1.292141022474685,2019-02-08 00:00:00
Hessen,1.2465446198352306,1.3405294006666246,1.2886368152946357,2019-02-08 00:00:00
Mecklenburg-Vorpommern,1.2237858926342071,1.291919267582189,1.2358739076154803,2019-02-08 00:00:00
Niedersachsen,1.2358375817911766,1.3112314640118825,1.2262670306290393,2019-02-08 00:00:00
Nordrhein-Westfalen,1.2315603614923645,1.3242471728204137,1.278574014111734,2019-02-08 00:00:00
Rheinland-Pfalz,1.2430622969187677,1.3307803921568628,1.2864131092436977,2019-02-08 00:00:00
Saarland,1.261195775373519,1.3452503863987637,1.316073673364245,2019-02-08 00:00:00
Sachsen,1.216785387131952,1.3241351145038167,1.2683375136314066,2019-02-08 00:00:00
Sachsen-Anhalt,1.2298956165247557,1.303358719646799,1.233215547146011,2019-02-08 00:00:00
Schleswig-Holstein,1.2216761413520634,1.3073390035118524,1.2270426909569798,2019-02-08 00:00:00
Thüringen,1.2353150152181265,1.339879438620223,1.2576038214406493,2019-02-08 00:00:00
bundesweit,1.2434923103507864,1.32479792943616,1.268647109647384,2019-02-08 00:00:00
Baden-Württemberg,1.2756941060551774,1.3509675295592978,1.3078372895019703,2019-02-09 00:00:00
Bayern,1.28080824311491,1.328600873694207,1.27238849002849,2019-02-09 00:00:00
Berlin,1.2329917917448403,1.3335853658536585,1.2991350844277674,2019-02-09 00:00:00
Brandenburg,1.2397161907750236,1.3108991214308128,1.265268277376843,2019-02-09 00:00:00
Bremen,1.2543007518796994,1.3254511278195489,1.3033383458646617,2019-02-09 00:00:00
Hamburg,1.2381253226268998,1.3366398049899628,1.30185030111844,2019-02-09 00:00:00
Hessen,1.2534599894011658,1.349335055643879,1.300158585055644,2019-02-09 00:00:00
Mecklenburg-Vorpommern,1.2262504884720593,1.286528135990621,1.2341172332942554,2019-02-09 00:00:00
Niedersachsen,1.2394295412074292,1.3092840471377905,1.2276385721368368,2019-02-09 00:00:00
Nordrhein-Westfalen,1.236281404672342,1.3294702534151652,1.2868937091665016,2019-02-09 00:00:00
Rheinland-Pfalz,1.2501528357476064,1.338321139209428,1.293679229069482,2019-02-09 00:00:00
Saarland,1.27202263493906,1.3539727219965176,1.3283563551944282,2019-02-09 00:00:00
Sachsen,1.222247951043602,1.3286811277456017,1.273265326193859,2019-02-09 00:00:00
Sachsen-Anhalt,1.2373417391304349,1.3120485507246378,1.239522608695652,2019-02-09 00:00:00
Schleswig-Holstein,1.22479226686884,1.3092376259070724,1.2377758041806564,2019-02-09 00:00:00
Thüringen,1.2454039098740888,1.347266567263088,1.268326706428098,2019-02-09 00:00:00
bundesweit,1.2486602979896864,1.3286217691384887,1.2742495105345433,2019-02-09 00:00:00
Baden-Württemberg,1.2788061327694005,1.3528575303420376,1.309861897756528,2019-02-10 00:00:00
Bayern,1.2851424329994854,1.3315618146550017,1.275033609120779,2019-02-10 00:00:00
Berlin,1.2396780451866405,1.3384182220039291,1.3049995088408644,2019-02-10 00:00:00
Brandenburg,1.244976421636616,1.313643377253814,1.2675516643550624,2019-02-10 00:00:00
Bremen,1.2465618073316285,1.32669820971867,1.3044816709292413,2019-02-10 00:00:00
Hamburg,1.2437448823709136,1.3358564008554843,1.301223342499236,2019-02-10 00:00:00
Hessen,1.260845479772163,1.356453118153936,1.3076453921425442,2019-02-10 00:00:00
